DistrictID,DistrictT,DistrictE,DistrictCode,AmphurCode,DistrictOther
460,ท่าอิฐ,ท่าอิฐ,NULL,NULL,NULL
461,วังสะพุง,วังสะพุง,NULL,NULL,NULL
462,หนองหญ้าไซ,หนองหญ้าไซ,NULL,NULL,NULL
463,ต้นเปา,ต้นเปา,NULL,NULL,NULL
464,งัวบา,งัวบา,NULL,NULL,NULL
465,ท่าประดู่,ท่าประดู่,NULL,NULL,NULL
466,ท้ายเกาะ,ท้ายเกาะ,NULL,NULL,NULL
467,หนองช้างแล่น,หนองช้างแล่น,NULL,NULL,NULL
468,จอหอ,จอหอ,NULL,NULL,NULL
469,มะค่า,มะค่า,NULL,NULL,NULL
470,หนองนมวัว,หนองนมวัว,NULL,NULL,NULL
471,ตลาดขวัญ,ตลาดขวัญ,NULL,NULL,NULL
472,ขุมทอง,ขุมทอง,NULL,NULL,NULL
473,อุทัย,อุทัย,NULL,NULL,NULL
474,ป่าแลวหลวง,ป่าแลวหลวง,NULL,NULL,NULL
475,ดงพยุง,ดงพยุง,NULL,NULL,NULL
476,ทุ่งแล้ง,ทุ่งแล้ง,NULL,NULL,NULL
477,บางกุ้ง,บางกุ้ง,NULL,NULL,NULL
478,น้ำดิบ,น้ำดิบ,NULL,NULL,NULL
479,หนองกร่าง,หนองกร่าง,NULL,NULL,NULL
480,คุ้งลาน,คุ้งลาน,NULL,NULL,NULL
481,แมดนาท่ม,แมดนาท่ม,NULL,NULL,NULL
482,โคกแสมสาร,โคกแสมสาร,NULL,NULL,NULL
483,คำน้ำแซบ,คำน้ำแซบ,NULL,NULL,NULL
484,ผาปัง,ผาปัง,NULL,NULL,NULL
485,เก่ากลอย,เก่ากลอย,NULL,NULL,NULL
486,ดงสุวรรณ,ดงสุวรรณ,NULL,NULL,NULL
487,ราษฎรพัฒนา,ราษฎรพัฒนา,NULL,NULL,NULL
488,ระแหง,ระแหง,NULL,NULL,NULL
489,บางอ้อ,บางอ้อ,NULL,NULL,NULL
490,ภูเหล็ก,ภูเหล็ก,NULL,NULL,NULL
491,นานวน,นานวน,NULL,NULL,NULL
492,หนองสองห้อง,หนองสองห้อง,NULL,NULL,NULL
493,อ่างศิล,NULL,NULL,NULL,NULL
494,อ่างศิลา,อ่างศิลา,NULL,NULL,NULL
495,ในคลองบางปลากด,ในคลองบางปลากด,NULL,NULL,NULL
496,แสนชาติ,แสนชาติ,NULL,NULL,NULL
497,วังพร้าว,วังพร้าว,NULL,NULL,NULL
498,หนองคู,หนองคู,NULL,NULL,NULL
499,หลุบเลา,หลุบเลา,NULL,NULL,NULL
500,ถ้ำวัวแดง,ถ้ำวัวแดง,NULL,NULL,NULL
501,เมืองทุ่ง,เมืองทุ่ง,NULL,NULL,NULL
502,หนองแวง,หนองแวง,NULL,NULL,NULL
503,สะเอียบ,สะเอียบ,NULL,NULL,NULL
504,ปงแสนทอง,ปงแสนทอง,NULL,NULL,NULL
505,ปร้อมปราบ,ปร้อมปราบ,NULL,NULL,NULL
506,ปร้อมปราบ,ปร้อมปราบ,NULL,NULL,NULL
507,ป้อมปราบ,ป้อมปราบ,NULL,NULL,NULL
508,ท่าจำปี,ท่าจำปี,NULL,NULL,NULL
509,คอนใหญ่,คอนใหญ่,NULL,NULL,NULL
510,พนมเศษ,พนมเศษ,NULL,NULL,NULL
511,กำแพง,กำแพง,NULL,NULL,NULL
512,นายาง,นายาง,NULL,NULL,NULL
513,หนองขาม,หนองขาม,NULL,NULL,NULL
514,เขวาสินรินทร์,เขวาสินรินทร์,NULL,NULL,NULL
515,คลองมะพลับ,คลองมะพลับ,NULL,NULL,NULL
516,ผักขวง,ผักขวง,NULL,NULL,NULL
517,แตล,แตล,NULL,NULL,NULL
518,น้ำเขียว,น้ำเขียว,NULL,NULL,NULL
519,อุโมงค์,อุโมงค์,NULL,NULL,NULL
520,สีออ,สีออ,NULL,NULL,NULL
521,สถาน,สถาน,NULL,NULL,NULL
522,ดงมะไฟ,ดงมะไฟ,NULL,NULL,NULL
523,ลำดวน,ลำดวน,NULL,NULL,NULL
524,แม่สิน,แม่สิน,NULL,NULL,NULL
525,นาบัว,นาบัว,NULL,NULL,NULL
526,หนองขาม,หนองขาม,NULL,NULL,NULL
527,สายลำโพง,สายลำโพง,NULL,NULL,NULL
528,ตาสิทธิ์,ตาสิทธิ์,NULL,NULL,NULL
529,เมืองจ้ง,เมืองจ้ง,NULL,NULL,NULL
530,โคกสว่าง,โคกสว่าง,NULL,NULL,NULL
531,กุดชมภู,กุดชมภู,NULL,NULL,NULL
532,เจริญสุข,เจริญสุข,NULL,NULL,NULL
533,ธัญญา,ธัญญา,NULL,NULL,NULL
534,พระบาทวังตวง,พระบาทวังตวง,NULL,NULL,NULL
535,เตาเสา,เตาเสา,NULL,NULL,NULL
536,มาบตาพุด,มาบตาพุด,NULL,NULL,NULL
537,ถาวรวัฒนา,ถาวรวัฒนา,NULL,NULL,NULL
538,หนองหญ้าไทร,หนองหญ้าไทร,NULL,NULL,NULL
539,ขมิ้น,ขมิ้น,NULL,NULL,NULL
540,เหล่างาม,เหลางาม,NULL,NULL,NULL
541,ช่องกุม,ช่องกุม,NULL,NULL,NULL
542,หนองเสือช้าง,หนองเสือช้าง,NULL,NULL,NULL
543,ปะตง,ปะตง,NULL,NULL,NULL
544,หนองบัวโคก,หนองบัวโคก,NULL,NULL,NULL
545,แม่อุสุ,แม่อุสุ,NULL,NULL,NULL
546,ลุ่มลำชี,ลุ่มลำชี,NULL,NULL,NULL
547,ทับกวาง,ทับกวาง,NULL,NULL,NULL
548,กุดชมภู,กุดชมภู,NULL,NULL,NULL
549,บางบาท,บางบาท,NULL,NULL,NULL
550,บางบาก,บางบาท,NULL,NULL,NULL
551,โนนกาเล็น,โนนกาเล็น,NULL,NULL,NULL
552,ทุ่งกุลา,ทุ่งกุลา,NULL,NULL,NULL
553,หนองเมธี,หนองเมธี,NULL,NULL,NULL
554,เขิน,เขิน,NULL,NULL,NULL
555,ดอนเจดีย์,ดอนเจดีย์,NULL,NULL,NULL
556,พวา,พวา,NULL,NULL,NULL
557,เชียงเพ็ง,เชียงเพ็ง,NULL,NULL,NULL
558,คลองเมือง,คลองเมือง,NULL,NULL,NULL
559,ชุมตาบง,ชุมตาบง,NULL,NULL,NULL
560,บ้านไทร,บ้านไทร,NULL,NULL,NULL
561,โนนฆ้อง,โนนฆ้อง,NULL,NULL,NULL
562,โนนกาหลง,โนนกาหลง,NULL,NULL,NULL
563,เมืองไผ่,เมืองไผ่,NULL,NULL,NULL
564,หนองขาม,หนองขาม,NULL,NULL,NULL
565,หนองขาม,หนองขาม,NULL,NULL,NULL
566,อุ่มเหม้า,อุ่มเหม้า,NULL,NULL,NULL
567,พรเจริญ,พรเจริญ,NULL,NULL,NULL
568,ศรีสองรักษ์,ศรีสองรักษ์,NULL,NULL,NULL
569,หาดสองแคว,หาดสองแคว,NULL,NULL,NULL
570,บะ,บะ,NULL,NULL,NULL
571,โพธิ์ศรี,โพธิ์ศรี,NULL,NULL,NULL
572,ภูเงิน,ภูเงิน,NULL,NULL,NULL
573,วังท่าช้าง,วังท่าช้าง,NULL,NULL,NULL
574,เชิงชุม,เชิงชุม,NULL,NULL,NULL
575,โคกเจริญ,โคกเจริญ,NULL,NULL,NULL
576,แม่ถอด,แม่ถอด,NULL,NULL,NULL
577,กระแชง,กระแชง,NULL,NULL,NULL
578,หนองกบ,หนองกบ,NULL,NULL,NULL
579,บัวมาศ,บัวมาศ,NULL,NULL,NULL
580,หนองขาม,หนองขาม,NULL,NULL,NULL
581,บ้านนา,บ้านนา,NULL,NULL,NULL
582,ดม,ดม,NULL,NULL,NULL
583,พรหมพิราม,พรหมพิราม,NULL,NULL,NULL
584,แตล,แตล,NULL,NULL,NULL
585,โรงช้าง,โรงช้าง,NULL,NULL,NULL
586,สี่หมื่น,สี่หมื่น,NULL,NULL,NULL
587,ไผ่ท่าโพ,ไผ่ท่าโพ,NULL,NULL,NULL
588,ห้วยโจด,ห้วยโจด,NULL,NULL,NULL
589,หนองแวง,หนองแวง,NULL,NULL,NULL
590,กุตาไก้,กุตาไก้,NULL,NULL,NULL
591,หนองเเวง,หนองเเวง,NULL,NULL,NULL
592,นครสวรรค์ตก,นครสวรรค์ตก,NULL,NULL,NULL
593,ลาดเเค,ลาดเเค,NULL,NULL,NULL
594,เสนางคนิคม,เสนางคนิคม,NULL,NULL,NULL
595,เอือดใหญ่,เอือดใหญ่,NULL,NULL,NULL
596,หนองขาม,หนองขาม,NULL,NULL,NULL
597,นาสวรรค์,นาสวรรค์,NULL,NULL,NULL
598,ลำเพียก,ลำเพียก,NULL,NULL,NULL
599,นาบัว,นาบัว,NULL,NULL,NULL
600,ดงมุษเหล็ก,ดงมุษเหล็ก,NULL,NULL,NULL
601,ดงมูลเหล็ก,ดงมูลเหล็ก,NULL,NULL,NULL
602,กุดชุมแสง,กุดชุมแสง,NULL,NULL,NULL
603,หนองกุงศรี,หนองกุงศรี,NULL,NULL,NULL
604,สำโรงทาบ,สำโรงทาบ,NULL,NULL,NULL
605,หนองบอน,หนองบอน,NULL,NULL,NULL
606,ห้วยยาง,ห้วยยาง,NULL,NULL,NULL
607,สารจิตร,สารจิตร,NULL,NULL,NULL
608,สารจิตร,สารจิตร,NULL,NULL,NULL
609,น้ำหมัน,น้ำหมัน,NULL,NULL,NULL
610,ห้วยบง,ห้วยบง,NULL,NULL,NULL
