ZipcodeID,DistrictCode,ZipcodeCode
1517,300405,30260
1518,300406,30260
1519,300407,30260
1520,300408,30260
1521,300409,30260
1522,300410,30260
1523,300501,30350
1524,300502,30350
1525,300503,30350
1526,300504,30350
1527,300601,30230
1528,300602,30230
1529,300603,30230
1530,300604,30230
1531,300605,30230
1532,300606,30230
1533,300607,30230
1534,300608,30230
1535,300609,30230
1536,300610,30230
1537,300611,30230
1538,300612,30230
1539,300613,30230
1540,300701,30190
1541,300702,30190
1542,300703,30190
1543,300704,30190
1544,300705,30190
1545,300706,30190
1546,300707,30190
1547,300708,30190
1548,300709,30190
1549,300710,30190
1550,300801,30210
1551,300802,30210
1552,300803,30210
1553,300804,30210
1554,300805,30210
1555,300806,30210
1556,300807,36220
1557,300808,30210
1558,300809,30210
1559,300810,30210
1560,300811,30210
1561,300812,30210
1562,300813,30210
1563,300815,30210
1564,300817,30210
1565,300818,36220
1566,300901,30220
1567,300902,30220
1568,300903,30220
1569,300904,30220
1570,300905,30220
1571,300906,30220
1572,300907,30220
1573,300908,30220
1574,300909,30220
1575,300910,30220
1576,300911,30220
1577,300912,30220
1578,300913,30220
1579,300914,30220
1580,300915,30220
1581,301001,30160
1582,301002,30160
1583,301003,30160
1584,301004,30160
1585,301005,30160
1586,301006,30240
1587,301007,30160
1588,301008,30160
1589,301009,30160
1590,301010,30160
1591,301011,30160
1592,301012,30160
1593,301013,30160
1594,301014,30160
1595,301015,30160
1596,301016,30160
1597,301101,30290
1598,301102,30290
1599,301103,30290
1600,301104,30290
1601,301105,30290
1602,301106,30290
1603,301107,30290
1604,301201,30120
1605,301203,30120
1606,301204,30120
1607,301206,30120
1608,301207,30120
1609,301208,30120
1610,301209,30120
1611,301210,30120
1612,301211,30120
1613,301212,30120
1614,301214,30120
1615,301215,30120
1616,301216,30120
1617,301218,30120
1618,301220,30120
1619,301221,30120
1620,301222,30120
1621,301223,30120
1622,301224,30120
1623,301301,30180
1624,301303,30180
1625,301304,30180
1626,301306,30180
1627,301307,30180
1628,301308,30180
1629,301309,30180
1630,301310,30180
1631,301313,30180
1632,301314,30180
1633,301315,30180
1634,301317,30180
1635,301318,30180
1636,301401,30150
1637,301402,30150
1638,301403,30150
1639,301404,30150
1640,301405,30150
1641,301406,30150
1642,301407,30150
1643,301409,30150
1644,301410,30150
1645,301411,30150
1646,301412,30150
1647,301416,30150
1648,301417,30150
1649,301418,30150
1650,301419,30150
